rut_paciente,nombre_completo,fecha_nacimiento,sexo,prevision,id_atencion,fecha_atencion,tipo_atencion,codigo_cie10,codigo_minsal,dosis_prescrita,alergia_principio,id_examen,codigo_examen,resultado_valor,unidad_medida
6112888-3,Fernanda Josefa Soto Hernandez,2007-06-14,F,NINGUNA,668c0bdb-db2a-46d7-be88-8e6af076324a,2025-10-08 18:13:27,URGENCIA,J00,M003,500mg,Ninguna,4a92d095-e78f-40c1-8676-7a08e4b61244,301001,53.52,mg/dL
24884790-5,Tomas Jorge Gonzalez Hernandez,1985-11-28,M,CAPREDENA,a5bd8abb-a644-4d1c-8575-89cfe0dd01d0,2025-02-16 18:13:27,PROCEDIMIENTO,E11.9,M003,300mg,Ninguna,0e31d26a-dc87-4b56-8251-26063a2af8f6,301004,47.63,mg/dL
16297750-4,Josefa Valentina Soto Rojas,1952-09-11,F,NINGUNA,bb64638a-77fe-4d77-afdc-de3c414f2993,2024-09-25 18:13:27,CONSULTA,K21.9,M004,100mg,Ninguna,c90e49ce-e4a3-43f3-a957-b89578a4fe54,301001,81.61,U/L
8100841-8,Pedro Felipe Silva Torres,1992-09-10,M,NINGUNA,9d4d76af-b24c-4fef-9bc9-96bdba323132,2025-08-10 18:13:27,HOSPITALIZACION,A09.9,M004,100mg,Ninguna,6e79f12c-d60b-4fe7-93db-808dcda8700f,301045,6.65,mmol/L
18167622-1,Fernanda Sofia Silva Torres,1995-11-26,F,CAPREDENA,4c6eb19c-3070-420c-bb1f-b7e7ecc90adf,2026-05-15 18:13:27,CONSULTA,M54.5,M003,200mg,Ninguna,3d55abc1-0687-4083-ab56-6bab57f202da,302076,118.75,mmol/L
24931033-6,Antonia Sofia Hernandez Sepulveda,1973-07-14,F,DIPRECA,f2ae6324-7bae-484a-9bec-209659080361,2025-12-09 18:13:27,URGENCIA,E11.9,M003,300mg,Ninguna,e47ceeb9-22ce-4709-afae-4e70f0d5d025,301045,29.92,mmol/L
18958861-5,Sofia Valentina Muñoz Torres,2019-02-13,F,FONASA,2ca5eb38-46de-4be7-a0db-bee7da6a3ef4,2025-03-15 18:13:27,CONSULTA,J00,M003,500mg,Ninguna,bafbe959-4a11-4a19-9557-b070c9a9f4b8,301004,22.58,mg/dL
24276765-9,Matias Roberto Martinez Sepulveda,1988-09-14,M,CAPREDENA,7d5aa5b6-641f-4348-badb-0d382659b212,2025-06-07 18:13:27,URGENCIA,I10,M005,400mg,Ibuprofeno,dd0a4830-8b45-4191-bf7f-0a28e84e05c9,301045,134.69,mg/dL
13938726-0,Tomas Carlos Hernandez Morales,1999-01-24,M,NINGUNA,d2cc0245-a6dd-4a70-a42b-072fa7a65f8d,2025-08-10 18:13:27,URGENCIA,A09.9,M003,100mg,Ninguna,db815d15-17b7-4b37-8b28-6415a0d19b3c,302047,91.07,U/L
15518069-2,Josefa Antonia Tapia Rojas,1966-08-02,F,CAPREDENA,19f75cc6-510a-4e0f-ae20-9acb8dd2b081,2025-12-13 18:13:27,URGENCIA,M54.5,M002,100mg,Ninguna,cf46ba0c-fab9-4ca7-9ec7-ba0d6dc79231,301001,77.36,U/L
15625674-9,Juan Pedro Rojas Gonzalez,1994-07-27,M,ISAPRE,838043cd-293f-4225-8587-8a71d3d03056,2025-10-13 18:13:27,CONSULTA,J00,M003,500mg,Ninguna,3c7ad7d3-2655-4ffb-b284-526cf1ed75e0,301045,111.96,mg/dL
16871384-3,Isidora Fernanda Rodriguez Fuentes,2012-06-06,F,CAPREDENA,dabadbfe-929e-42aa-b88b-1f62eef49440,2025-06-11 18:13:27,PROCEDIMIENTO,I10,M004,300mg,Ninguna,a7aa15f7-8779-44c5-8a94-a8d7baf40786,301001,82.7,mg/dL
18625342-6,Roberto Juan Tapia Tapia,2018-12-10,M,DIPRECA,314bfec8-b8dd-433f-aecc-d61d08966ee6,2026-02-06 18:13:27,CONSULTA,A09.9,M003,300mg,Paracetamol,263710ee-7507-49d5-8f68-153887dc8f12,302047,37.35,mmol/L
20673925-8,Carlos Carlos Perez Lopez,1995-06-03,M,NINGUNA,00770e43-0655-4544-9f29-a09a179891e6,2026-02-16 18:13:27,URGENCIA,I10,M005,100mg,Ninguna,a0b766dd-1aa4-4ad6-813a-8a388fa6a8cb,302076,100.88,U/L
21062885-1,Pedro Carlos Sepulveda Silva,2006-05-05,M,CAPREDENA,e2c26882-4702-4516-80a2-430b65fdd16e,2025-04-27 18:13:27,HOSPITALIZACION,A09.9,M004,300mg,Amoxicilina,543a94d9-0be9-4894-9d2b-dbb591c9b207,302076,63.67,mmol/L
20087137-5,Matias Andres Rodriguez Hernandez,1969-11-06,M,DIPRECA,e67f655f-1a1d-4193-9113-32246d64c7b3,2026-02-11 18:13:27,PROCEDIMIENTO,M54.5,M003,200mg,Ninguna,570a4369-54b1-47b5-9057-5f9980965dbd,301004,141.33,mmol/L
18854356-1,Jorge Matias Muñoz Gonzalez,1950-12-07,M,NINGUNA,fa3b03bc-4894-43e6-8b4f-9cca7a678f89,2025-05-19 18:13:27,CONSULTA,M54.5,M005,400mg,Ninguna,c4a4dcf7-8613-4fa8-9c75-bb335dfe832f,301001,94.09,mg/dL
16297750-4,Josefa Valentina Soto Rojas,1952-09-11,F,NINGUNA,64cc5d4a-6e19-4480-ad4a-55107df9a3c1,2025-06-03 18:13:27,CONSULTA,K21.9,M004,100mg,Ninguna,8ba7d715-2fca-454e-8e89-5adc97011d12,301001,81.61,U/L
22071407-1,Juan Diego Torres Martinez,1979-12-11,M,NINGUNA,9da5799d-07bd-4f9e-9ab7-6235cd691750,2024-09-10 18:13:27,CONSULTA,A09.9,M003,200mg,Ninguna,23e7eb01-0e43-4629-bc0c-6b3130073459,302076,95.69,mmol/L
11336082-8,Antonia Antonia Muñoz Rodriguez,1986-07-31,F,DIPRECA,cad6fd3f-e0f6-4adc-81fe-26c1429c1bd4,2025-08-24 18:13:27,URGENCIA,K21.9,M003,500mg,Paracetamol,2945dad1-e651-4146-a266-d110ec35cb61,302076,71.67,mmol/L
18554510-5,Juan Felipe Morales Martinez,2012-04-27,M,CAPREDENA,3b718100-db4a-4920-8e0d-db54fdefb371,2026-04-07 18:13:27,HOSPITALIZACION,K21.9,M001,300mg,Ninguna,9f889165-5afa-4b05-9284-6feeebf44ba0,301001,84.06,U/L
17615791-7,Camila Antonia Martinez Soto,2008-04-18,F,ISAPRE,fb58b42c-e51a-439b-8a1a-baa7b1c470a2,2025-02-05 18:13:27,URGENCIA,K21.9,M004,300mg,Ninguna,fe7a4684-3dd5-4b3a-bdad-2a3048a3e8b1,302076,92.69,mg/dL
7306945-9,Camila Sofia Martinez Lopez,1959-10-30,F,ISAPRE,26e6f8fa-be4a-4795-ab7e-1bf8f33942ae,2024-11-18 18:13:27,CONSULTA,I10,M003,100mg,Ninguna,e19d5ea6-616f-491c-aab4-3dccb9721bd9,301045,92.8,mmol/L
8608787-1,Roberto Gabriel Fuentes Rojas,1962-04-24,M,NINGUNA,a69be31a-9362-4fe3-bf09-df397bd88524,2026-01-14 18:13:27,HOSPITALIZACION,A09.9,M005,300mg,Ninguna,ec7978ca-d926-401e-abee-e6d1093be896,301045,65.3,mg/dL
17145809-9,Daniela Valentina Silva Rojas,1984-02-09,F,DIPRECA,58d89b3c-7990-49bd-9244-810a25688d3d,2025-04-29 18:13:27,PROCEDIMIENTO,J00,M002,500mg,Ninguna,9ed2c52e-1d16-4418-934d-4e7a5b537aea,302047,43.24,mmol/L
13938726-0,Tomas Carlos Hernandez Morales,1999-01-24,M,NINGUNA,1150e0c5-6169-46b6-9c4c-7a7ebae7910e,2026-03-02 18:13:27,URGENCIA,A09.9,M003,100mg,Ninguna,dd8b4897-a5f9-4254-933a-a65acc424ebe,302047,91.07,U/L
20522589-7,Tomas Gabriel Rodriguez Hernandez,2003-03-16,M,NINGUNA,89f12060-ea6b-486a-8547-4ac040d9b434,2024-11-02 18:13:27,URGENCIA,I10,M001,500mg,Ninguna,f47e2e2a-d202-4a39-8322-4c6dfc893c2a,301045,102.32,mmol/L
17359939-0,Pedro Diego Lopez Perez,1968-01-27,M,ISAPRE,782636f0-f057-4c1b-8be2-1088c0c07a21,2025-07-25 18:13:27,CONSULTA,A09.9,M003,400mg,Ninguna,b0ede8b4-ed4e-4fe7-8c5e-3cd6665d1953,301004,84.58,mg/dL
15667779-5,Antonia Camila Hernandez Rodriguez,1948-02-16,F,DIPRECA,d9c64f8c-e3fb-4d8c-8256-b2c3b20d0c18,2024-08-26 18:13:27,CONSULTA,I10,M002,300mg,Ninguna,eae9a79c-041f-4a91-bd23-bf56e4199b83,301045,84.49,mmol/L
5352052-9,Gabriel Roberto Fuentes Rojas,1979-09-12,M,ISAPRE,13353b5d-ac10-483f-8b19-90b70dc0ae9e,2025-05-16 18:13:27,CONSULTA,K21.9,M004,400mg,Ninguna,557b174f-5828-4ae7-997b-0749607026a8,302047,103.42,mg/dL
24276765-9,Matias Roberto Martinez Sepulveda,1988-09-14,M,CAPREDENA,cce786d1-e8cf-420e-9c91-81aab298a2cc,2024-10-07 18:13:27,URGENCIA,I10,M005,400mg,Ibuprofeno,b88bb772-7973-4905-a252-18180475fcab,301045,134.69,mg/dL
7793215-1,Maria Ana Martinez Perez,1989-07-17,F,FONASA,4b7ca5a9-6d24-41bd-a41b-4661b7eaf244,2025-11-06 18:13:27,CONSULTA,K21.9,M005,200mg,Ninguna,f05fae1b-1565-4cc7-b102-9331938bdccc,301004,59.65,mg/dL
10485515-6,Pedro Carlos Sepulveda Muñoz,1984-09-30,M,ISAPRE,2af9577b-8889-4c2d-9ef0-f0ac2b5ae794,2026-03-11 18:13:27,PROCEDIMIENTO,K21.9,M002,500mg,Ninguna,1674e558-4618-420b-b163-eac7ba5957da,302076,84.74,mg/dL
10139009-8,Jorge Matias Fuentes Fuentes,1957-04-11,M,DIPRECA,2e0de206-aa4d-4ac2-af9c-2ac6accbad47,2026-04-05 18:13:27,HOSPITALIZACION,K21.9,M001,100mg,Ninguna,bda2f942-ea2a-4c68-b0f6-001b4f2e9470,302076,125.41,mmol/L
13507200-1,Isidora Javiera Martinez Lopez,1987-05-06,F,ISAPRE,f9024c43-c9e4-4b9a-8b25-3be1fc43f02f,2024-07-13 18:13:27,PROCEDIMIENTO,A09.9,M004,400mg,Ninguna,0180e763-9bbf-4c18-9e1b-c6b6fad59230,301045,117.23,mg/dL
23064266-4,Sofia Maria Muñoz Gonzalez,2016-03-02,F,CAPREDENA,634f0a6d-2962-407d-a471-838a9cd3b6a7,2025-09-30 18:13:27,PROCEDIMIENTO,A09.9,M004,100mg,Ninguna,f40387b7-4bf1-4355-b523-466eff3a96d4,301001,141.37,U/L
6551789-2,Diego Pedro Silva Contreras,1984-11-28,M,ISAPRE,ef66510a-9431-44cb-b16b-e19031717964,2025-07-29 18:13:27,URGENCIA,A09.9,M002,100mg,Ninguna,995d3e9b-e01a-4425-b381-cf377991ca01,302047,87.34,mg/dL
23950181-8,Matias Felipe Contreras Torres,1951-09-05,M,CAPREDENA,e3ff2ad2-fd16-4dfc-9bf9-e01d61d1e4fb,2025-09-25 18:13:27,CONSULTA,I10,M005,500mg,Paracetamol,8cb88dd9-3178-4131-b157-dc7f4bf73b78,301001,5.44,mmol/L
8211586-2,Maria Ana Martinez Diaz,1997-06-19,F,DIPRECA,8ff5523f-cba2-4110-8a92-b2e385e30142,2026-02-07 18:13:27,URGENCIA,E11.9,M001,400mg,Ninguna,9d5717a3-27d9-462b-942b-5d2f4b005d46,301004,13.1,mg/dL
17098559-1,Felipe Juan Tapia Martinez,2005-02-03,M,ISAPRE,9fa7d9f8-54c1-4474-9bed-3daefe68da53,2025-04-27 18:13:27,URGENCIA,E11.9,M003,200mg,Ninguna,d2bca6b8-0cf8-49d1-9d56-36d78f14db1d,302076,119.04,mmol/L
19513945-8,Carlos Matias Fuentes Rojas,2005-08-22,M,DIPRECA,8a9adea0-50f5-4711-b210-a986165d9508,2025-02-11 18:13:27,PROCEDIMIENTO,I10,M004,500mg,Omeprazol,81fbd3c7-4ed6-4602-9d52-70725f7a07d4,302047,51.62,mg/dL
19338795-0,Matias Gabriel Tapia Gonzalez,1984-09-06,M,FONASA,382aa507-a650-4ceb-850e-37dfefe92281,2024-08-09 18:13:27,PROCEDIMIENTO,K21.9,M003,500mg,Ninguna,b5e430d3-d434-4e89-b707-f05c5f29a3c0,301001,12.94,mmol/L
22319190-8,Daniela Isidora Silva Silva,1951-11-04,F,FONASA,a8a45895-3ea4-4b61-beb4-ec20dc4fbc04,2025-05-13 18:13:27,CONSULTA,E11.9,M004,200mg,Amoxicilina,f290b07a-747a-4137-a01b-bec23a0e77db,301001,8.07,mg/dL
10286075-6,Maria Fernanda Rojas Rojas,1951-04-20,F,FONASA,4c7ef4a9-e071-4843-b64d-037ff50e99d5,2025-12-06 18:13:27,PROCEDIMIENTO,A09.9,M001,300mg,Ninguna,dec51f4c-08da-4c81-9a99-fa5e1a49be7c,301001,80.98,U/L
18994423-3,Javiera Fernanda Gonzalez Rojas,1996-03-23,F,FONASA,20299e3e-8c92-4fef-9f6e-41066040995f,2025-05-07 18:13:27,PROCEDIMIENTO,K21.9,M005,500mg,Ninguna,d54b6988-ec9f-451d-a8b1-553966874ab0,301001,32.67,mmol/L
5794357-2,Andres Juan Diaz Rojas,2010-12-12,M,NINGUNA,62b7bde4-b17e-4875-97ba-dde0ea64c344,2025-05-23 18:13:27,CONSULTA,M54.5,M005,400mg,Ninguna,0ed1ce3d-82ed-49a2-8b2b-f5f63094e88d,302047,137.86,U/L
21392508-3,Felipe Roberto Rojas Lopez,1994-07-19,M,ISAPRE,54e17ca4-776b-4fa3-8a82-148846cd14e0,2025-10-19 18:13:27,CONSULTA,K21.9,M004,400mg,Ninguna,37b93790-7338-406b-a9f1-4c1c88cf773d,301045,58.7,mg/dL
20179547-8,Sofia Fernanda Contreras Soto,2017-08-26,F,ISAPRE,92b6a27b-0a08-47f8-b216-d7eaacd73ba5,2024-07-04 18:13:27,HOSPITALIZACION,A09.9,M005,500mg,Ninguna,5b53d50b-b46e-4f73-b34f-9d69fa5ced9f,301001,61.41,U/L
15431439-3,Gabriel Jorge Hernandez Morales,2014-05-21,M,CAPREDENA,36b3f548-4283-42db-b6ed-77b372c13c4e,2024-06-21 18:13:27,URGENCIA,I10,M005,100mg,Ninguna,5dc085ac-cb15-48ac-82b5-40f993ad6a65,302076,48.65,mg/dL
8695963-1,Fernanda Valentina Soto Contreras,2003-02-15,F,NINGUNA,9c988a71-bb58-4ac3-a179-1f600d54d73c,2024-07-27 18:13:27,URGENCIA,J00,M002,500mg,Ninguna,b3097b5f-850b-4ea2-ad03-8b8b1fc821de,302047,47.79,mg/dL
12308817-4,Carlos Felipe Fuentes Rodriguez,1993-10-01,M,FONASA,453be785-7c28-4571-b2bb-375d5b82e065,2026-03-09 18:13:27,HOSPITALIZACION,K21.9,M005,500mg,Amoxicilina,e541c48d-534c-4b5b-8f4d-88b18bbf7b85,302076,137.03,mmol/L
7525631-0,Isidora Fernanda Rodriguez Contreras,2017-03-29,F,DIPRECA,1e2e3d17-b0cd-4df1-bef8-430a27df73a4,2024-09-05 18:13:27,HOSPITALIZACION,E11.9,M003,200mg,Ninguna,29d50880-367b-4888-ab26-70000ba078b8,301045,35.41,mmol/L
17596182-8,Jorge Matias Lopez Rojas,1950-10-07,M,FONASA,5cdf662b-b0cc-451d-bdf2-1f4166cca2dd,2024-08-09 18:13:27,PROCEDIMIENTO,M54.5,M002,200mg,Ninguna,8f96bba1-fecd-40bb-b415-7551264858fa,302076,100.54,U/L
22319190-8,Daniela Isidora Silva Silva,1951-11-04,F,FONASA,6ce97c84-f06a-4a95-9368-ca1a28a59aac,2025-11-27 18:13:27,CONSULTA,E11.9,M004,200mg,Amoxicilina,631db6d2-d8df-48c2-ac8e-2d92cf321fdc,301001,8.07,mg/dL
15667779-5,Antonia Camila Hernandez Rodriguez,1948-02-16,F,DIPRECA,da952548-cd41-44a6-87d2-a12f2f1d35e5,2024-11-21 18:13:27,CONSULTA,I10,M002,300mg,Ninguna,1cd88427-ff40-4430-af97-29a22c1f85d7,301045,84.49,mmol/L
10925070-8,Isidora Daniela Perez Silva,1982-02-20,F,DIPRECA,09585657-5325-4862-af29-e8008313739c,2025-09-13 18:13:27,URGENCIA,J00,M002,400mg,Amoxicilina,3a4cc799-4a42-4a36-91dc-5a8ca7a27c3c,302047,66.78,mmol/L
18167622-1,Fernanda Sofia Silva Torres,1995-11-26,F,CAPREDENA,719204f1-e95d-44ab-bbf3-41ec27b0bc1b,2025-12-05 18:13:27,CONSULTA,M54.5,M003,200mg,Ninguna,21decf33-116c-4907-8ec1-8f68d00b5345,302076,118.75,mmol/L
14821813-7,Juan Felipe Fuentes Rojas,1977-03-27,M,NINGUNA,d3281a5f-dbcb-4510-9943-9993793c493b,2025-02-02 18:13:27,URGENCIA,M54.5,M002,200mg,Ninguna,b31d9a2e-922e-4cea-9c35-44c582db6c1c,302076,106.41,U/L
17708889-7,Sofia Antonia Morales Rodriguez,1966-04-21,F,DIPRECA,9b2daca5-9fb1-4a13-8e28-1179e73dbf44,2025-04-28 18:13:27,HOSPITALIZACION,J00,M001,200mg,Ninguna,e1baa8b0-a83f-4538-8c41-4a47549f8a2d,302047,89.51,mg/dL
17098559-1,Felipe Juan Tapia Martinez,2005-02-03,M,ISAPRE,68772d63-0086-489a-ba33-4ab55a62acf2,2025-08-18 18:13:27,URGENCIA,E11.9,M003,200mg,Ninguna,f06df42b-d41b-4d85-919a-d055b210ee4c,302076,119.04,mmol/L
13807551-6,Tomas Luis Soto Muñoz,1952-05-25,M,ISAPRE,da84fb66-bca9-4551-b0cf-0f919cf4c8d8,2024-08-04 18:13:27,CONSULTA,J00,M004,400mg,Ninguna,2da99dc0-9139-4b84-90f1-993b4528899b,302047,36.76,U/L
15739296-4,Roberto Andres Torres Rodriguez,1993-08-04,M,CAPREDENA,d4720f77-e4c5-4bf6-9e34-38a459c3a0b8,2024-10-28 18:13:27,HOSPITALIZACION,K21.9,M003,400mg,Ninguna,88cb6e30-c4c4-4216-ab44-12f0ba3a4258,301045,149.91,U/L
10139009-8,Jorge Matias Fuentes Fuentes,1957-04-11,M,DIPRECA,c4ecbe06-b201-4f51-a99b-8f215e8540c6,2025-10-09 18:13:27,HOSPITALIZACION,K21.9,M001,100mg,Ninguna,677ce4b4-ac60-4fab-aa54-6b37d8d8b35e,302076,125.41,mmol/L
17596182-8,Jorge Matias Lopez Rojas,1950-10-07,M,FONASA,64417a67-1860-4a41-9d54-0b7be007c1e9,2025-06-23 18:13:27,PROCEDIMIENTO,M54.5,M002,200mg,Ninguna,7517913e-e476-4445-bebe-43ea6c48f047,302076,100.54,U/L
9474174-2,Camila Maria Morales Tapia,1996-03-29,F,ISAPRE,dcdf1a89-09da-4a41-9e5a-cfeea57d95cf,2026-03-25 18:13:27,HOSPITALIZACION,K21.9,M005,300mg,Ninguna,e231d1e1-f96e-46c2-a7fc-39169d8b78db,301004,103.07,U/L
15474143-7,Ana Sofia Soto Rodriguez,2017-09-10,F,CAPREDENA,63ab1351-5c7c-4274-a4f8-fd624eb7a90c,2025-09-29 18:13:27,URGENCIA,A09.9,M002,200mg,Ninguna,8d480f59-e538-439e-a091-8f509e35df9b,302047,119.2,mg/dL
17338973-6,Gabriel Felipe Diaz Diaz,2005-05-08,M,CAPREDENA,fd5fca2b-aefa-4ff9-a623-378b824e5a9c,2026-04-19 18:13:27,PROCEDIMIENTO,M54.5,M005,400mg,Ninguna,0284b3a1-dcda-4071-8fb2-483d71ee3b8f,301045,109.78,U/L
17338973-6,Gabriel Felipe Diaz Diaz,2005-05-08,M,CAPREDENA,49a77915-c17e-417a-80c5-fae90989d65c,2025-07-02 18:13:27,PROCEDIMIENTO,M54.5,M005,400mg,Ninguna,d0849929-bd39-44e7-8021-e60b8d45981a,301045,109.78,U/L
21062885-1,Pedro Carlos Sepulveda Silva,2006-05-05,M,CAPREDENA,29ccbddc-0035-4415-9c9c-5cd4eb197968,2025-04-06 18:13:27,HOSPITALIZACION,A09.9,M004,300mg,Amoxicilina,c463d549-f804-4df1-acce-cfb4fc34b5ff,302076,63.67,mmol/L
15518069-2,Josefa Antonia Tapia Rojas,1966-08-02,F,CAPREDENA,04c04aa1-a783-4e88-ad0f-d5c7fd7dad08,2025-08-20 18:13:27,URGENCIA,M54.5,M002,100mg,Ninguna,40fc7aa3-d562-4eeb-8153-e49001887948,301001,77.36,U/L
18854356-1,Jorge Matias Muñoz Gonzalez,1950-12-07,M,NINGUNA,afedb65d-f4b4-4471-9459-7706717f8ac1,2026-03-15 18:13:27,CONSULTA,M54.5,M005,400mg,Ninguna,ceed1867-de56-49ce-88a8-b45af661b254,301001,94.09,mg/dL
5512525-2,Maria Javiera Gonzalez Tapia,1983-03-18,F,CAPREDENA,7efca5e5-2382-4c6e-a90c-557ad5518ee3,2025-10-17 18:13:27,URGENCIA,M54.5,M002,200mg,Ninguna,da2d2085-c1f6-44da-b31d-178318910dbc,301001,47.44,mg/dL
15474143-7,Ana Sofia Soto Rodriguez,2017-09-10,F,CAPREDENA,f7538787-9b71-4f87-b2b0-1e0e64730cee,2025-07-03 18:13:27,URGENCIA,A09.9,M002,200mg,Ninguna,798b6139-595a-4b64-a960-2ee4653a23fe,302047,119.2,mg/dL
