rut_paciente,nombre_completo,fecha_nacimiento,sexo,prevision,id_atencion,fecha_atencion,tipo_atencion,codigo_cie10,codigo_minsal,dosis_prescrita,alergia_principio,id_examen,codigo_examen,resultado_valor,unidad_medida
20.305.169-7,Matias Luis Tapia Fuentes,1987-06-11,M,FONASA,539397b0-e8f6-4d8d-8a52-d27f1d2ca46f,2024-09-26 18:13:27,URGENCIA,I10,M001,400mg,,f80d4ac9-e22e-456a-8ec6-d2d7728523e1,302076,72.62,U/L
6.112.888-3,Fernanda Josefa Soto Hernandez,2007-06-14,F,NINGUNA,7f859c8b-58c5-4044-bacf-3a32d21c266b,2024-10-31 18:13:27,URGENCIA,J00,M003,500mg,,b1dcb33c-eb27-49a2-a182-6ee519ff83b8,301001,53.52,mg/dL
17.269.790-9,Juan Carlos Contreras Morales,1966-04-13,M,ISAPRE,d431167d-34ea-49b2-a9cd-9081642fb037,2025-09-28 18:13:27,HOSPITALIZACION,A09.9,M002,500mg,,189cfbbc-e589-4bbb-9170-ed2829aa5fd3,301045,48.92,mmol/L
19.470.544-1,Antonia Camila Gonzalez Fuentes,1960-10-29,F,ISAPRE,b47ffaae-2963-46fb-b638-768cff49ac4b,2024-09-26 18:13:27,HOSPITALIZACION,M54.5,M002,400mg,,a6f7d9e5-f709-42ad-9443-07def2265b77,302047,104.71,U/L
17.708.889-7,Sofia Antonia Morales Rodriguez,1966-04-21,F,DIPRECA,cb872c98-388e-4b3a-9a51-1b4c3620124d,2025-10-08 18:13:27,HOSPITALIZACION,J00,M001,200mg,,871b3997-1732-4d28-89e8-c92e1cf83389,302047,89.51,mg/dL
9.474.174-2,Camila Maria Morales Tapia,1996-03-29,F,ISAPRE,56a6702f-8dad-4453-b141-48626200d133,2026-05-14 18:13:27,HOSPITALIZACION,K21.9,M005,300mg,,c97bb8be-5dae-4585-afc3-6617780219a9,301004,103.07,U/L
6.813.630-0,Jorge Felipe Tapia Sepulveda,1969-04-29,M,ISAPRE,4e7a1539-360d-4626-9747-320fc2a4c032,2026-03-10 18:13:27,PROCEDIMIENTO,M54.5,M004,100mg,,dce0299f-a345-422c-93ef-2b0a5d835503,301045,57.23,U/L
7.191.246-9,Roberto Jorge Gonzalez Fuentes,2015-07-04,M,CAPREDENA,cb9971c9-fb54-42a2-af2f-6b445f6d2ab4,2024-08-13 18:13:27,PROCEDIMIENTO,E11.9,M004,500mg,,6a733e70-abbc-4060-baa0-f40abd028c96,301004,92.07,mmol/L
24.557.239-5,Gabriel Felipe Soto Fuentes,1999-07-15,M,ISAPRE,1f8d72d4-b4f2-44d5-ab6e-1965b08717d4,2026-03-22 18:13:27,HOSPITALIZACION,M54.5,M001,200mg,,f3cdf1d6-83fa-4015-9ff4-3033ad1aa89e,301001,116.13,mg/dL
10.438.463-3,Matias Luis Gonzalez Gonzalez,1977-08-08,M,NINGUNA,13bc231c-5691-47f8-a72a-1965a99cd283,2025-09-29 18:13:27,PROCEDIMIENTO,M54.5,M003,300mg,,504c0732-b824-444d-8931-e7007d318f6f,302047,5.26,mmol/L
7.793.215-1,Maria Ana Martinez Perez,1989-07-17,F,FONASA,e69ff856-bff0-4d3d-95c3-43d4626999bb,2026-03-13 18:13:27,CONSULTA,K21.9,M005,200mg,,6732802a-95e1-41f9-838d-b4e2e40b1d3c,301004,59.65,mg/dL
10.215.970-5,Luis Felipe Rojas Rojas,1946-07-25,M,CAPREDENA,c9210c6b-d822-46ca-bb8f-c63880ee374d,2026-04-19 18:13:27,HOSPITALIZACION,K21.9,M004,300mg,,b30a7113-e923-4b88-939b-35afbcb2ed4b,302076,82.17,mg/dL
5.459.681-2,Carlos Carlos Rojas Torres,1993-02-07,M,DIPRECA,2bca27f2-9ac3-4733-9a91-08f5d218f710,2025-06-17 18:13:27,CONSULTA,E11.9,M004,200mg,,0039ab71-8492-4b9a-a5d3-8c9baaacf9f6,301004,35.81,U/L
8.608.787-1,Roberto Gabriel Fuentes Rojas,1962-04-24,M,NINGUNA,6d73da9d-d67e-4bba-ab4a-10e4b43691e2,2026-03-10 18:13:27,HOSPITALIZACION,A09.9,M005,300mg,,558dce07-5144-4e88-a8b1-c4a2a8c32520,301045,65.3,mg/dL
15.474.143-7,Ana Sofia Soto Rodriguez,2017-09-10,F,CAPREDENA,02166490-93b3-4666-b3a3-5e0cb1296047,2024-12-11 18:13:27,URGENCIA,A09.9,M002,200mg,,f450251f-b276-4400-81bf-8031c6eb8946,302047,119.2,mg/dL
16.240.872-0,Fernanda Antonia Diaz Muñoz,1950-02-06,F,ISAPRE,0432e3bd-4c95-42d9-a8fc-990b44b43919,2025-09-20 18:13:27,CONSULTA,E11.9,M001,500mg,,2da78ace-5dd1-4ef4-84c1-2f0677884f96,302047,81.82,mmol/L
8.142.778-0,Diego Luis Morales Contreras,2010-06-04,M,ISAPRE,cd2cbc3b-d703-43a7-99ad-e86e56dfee9a,2025-08-09 18:13:27,CONSULTA,J00,M005,100mg,,658649c1-c359-4027-806f-4b774278bd6d,302076,18.94,mg/dL
14.821.813-7,Juan Felipe Fuentes Rojas,1977-03-27,M,NINGUNA,03f6a486-6918-4d9e-b29d-5157a8bda115,2024-07-05 18:13:27,URGENCIA,M54.5,M002,200mg,,57483850-cf19-408d-833a-1c0bea7cafb4,302076,106.41,U/L
7.817.964-3,Javiera Fernanda Perez Martinez,1992-02-18,F,CAPREDENA,87bc167f-5393-404f-9ea2-df8e8290fd4f,2025-01-09 18:13:27,HOSPITALIZACION,K21.9,M004,300mg,,6f77ddfb-fb70-4758-a025-80747266a4df,302047,18.48,mmol/L
21.062.885-1,Pedro Carlos Sepulveda Silva,2006-05-05,M,CAPREDENA,005607cb-ae4e-4cbf-a7cb-f97e98935e43,2025-10-14 18:13:27,HOSPITALIZACION,A09.9,M004,300mg,Amoxicilina,7af2aa44-0711-4ba6-bf4b-e55bbe045d27,302076,63.67,mmol/L
14.821.813-7,Juan Felipe Fuentes Rojas,1977-03-27,M,NINGUNA,91d25d79-9f82-4b8f-b286-90c5379920ad,2024-11-15 18:13:27,URGENCIA,M54.5,M002,200mg,,64c3d58d-19eb-4cb4-b22d-fca02a15fb13,302076,106.41,U/L
23.011.319-0,Camila Javiera Contreras Morales,1991-11-25,F,NINGUNA,c93bd329-67c8-4845-8764-991b31765e43,2026-01-06 18:13:27,PROCEDIMIENTO,J00,M001,500mg,,5fbad316-906c-48bf-8795-35d4aefe399b,302047,78.29,mmol/L
5.459.681-2,Carlos Carlos Rojas Torres,1993-02-07,M,DIPRECA,d00debb4-306a-414a-94ee-611118bf0e31,2024-10-14 18:13:27,CONSULTA,E11.9,M004,200mg,,f1ed0088-b996-4c93-8418-448e92167c8a,301004,35.81,U/L
16.871.384-3,Isidora Fernanda Rodriguez Fuentes,2012-06-06,F,CAPREDENA,e046cc97-75dc-4f95-a52b-5caeae132248,2024-10-08 18:13:27,PROCEDIMIENTO,I10,M004,300mg,,a202a703-00bb-4af6-b49a-cd15f8baa2b1,301001,82.7,mg/dL
12.540.538-0,Tomas Roberto Rodriguez Lopez,1991-06-13,M,DIPRECA,986c4fd1-ef9b-4f70-8db9-ef041e911d95,2025-01-22 18:13:27,PROCEDIMIENTO,A09.9,M001,200mg,,e9d0dd04-9bb2-4520-ba99-5c6827d72be4,301004,16.61,mmol/L
6.539.147-3,Valentina Josefa Rojas Rodriguez,1997-05-31,F,FONASA,7e08d25a-9342-40ef-a8a6-ae8a7fd0e4d1,2025-09-15 18:13:27,CONSULTA,K21.9,M003,400mg,,9749707e-2e2c-474b-a286-21b03ae5c801,301001,58.35,mg/dL
7.967.755-8,Sofia Maria Rodriguez Lopez,1983-10-17,F,ISAPRE,fcab9d88-6278-45ee-9fb5-dee69359569c,2025-01-22 18:13:27,URGENCIA,M54.5,M002,300mg,,95a304f9-aaf3-4719-8ffc-a0f29094c034,301004,36.84,mmol/L
18.790.327-0,Luis Matias Perez Gonzalez,1991-09-27,M,CAPREDENA,5e7747f4-8810-4786-82c5-a5bdf78dbf37,2025-03-31 18:13:27,HOSPITALIZACION,I10,M005,400mg,,69f0a294-0e51-43ab-bd25-e3f29516a0a5,302047,42.42,U/L
22.362.568-1,Andres Diego Muñoz Diaz,1959-08-05,M,DIPRECA,c378e85f-cb64-48e3-8803-b3940a91cf47,2025-11-08 18:13:27,CONSULTA,J00,M004,100mg,,be574833-7203-480f-a8cc-362677afe4df,302047,93.29,mg/dL
23.011.319-0,Camila Javiera Contreras Morales,1991-11-25,F,NINGUNA,7c21fd66-4487-48b3-9747-71923e0d15f3,2026-02-14 18:13:27,PROCEDIMIENTO,J00,M001,500mg,,7f62e73e-f08a-4d5f-9acf-3255231a3b25,302047,78.29,mmol/L
23.239.147-2,Isidora Isidora Silva Morales,1993-02-25,F,ISAPRE,a35aebca-d0dd-4b5f-a919-59d33d3b1502,2026-02-11 18:13:27,CONSULTA,M54.5,M003,500mg,,f890aed7-5c65-450b-833e-e20d3f3d0645,302047,22.57,U/L
21.609.705-0,Jorge Felipe Martinez Martinez,1955-07-14,M,NINGUNA,acabc28b-dca0-414b-8fc4-d0981724dfc6,2024-07-16 18:13:27,HOSPITALIZACION,I10,M004,400mg,,ca883ad1-8a06-40a9-8f6b-bea682d09330,302076,51.14,U/L
19.708.414-6,Jorge Pedro Contreras Sepulveda,1954-12-18,M,CAPREDENA,a53a147e-1b47-46b5-9294-4ece9eefb762,2025-03-06 18:13:27,PROCEDIMIENTO,E11.9,M002,500mg,,af1e8781-9eef-4585-b376-319169dd7811,302047,28.34,mg/dL
12.260.444-6,Diego Juan Hernandez Morales,1993-11-20,M,ISAPRE,d944b510-fd72-48f1-a074-b3a39cf788f5,2025-05-24 18:13:27,URGENCIA,I10,M004,100mg,,6b76286c-3fd4-4d2c-97df-5f01e88bfa67,302047,21.72,U/L
12.105.048-0,Jorge Felipe Silva Contreras,1963-01-12,M,ISAPRE,50919c17-4c0d-4080-b877-a69001be97e1,2025-03-14 18:13:27,CONSULTA,ZZZ99,MED-FALSO,200mg,,f3c6cd07-1369-428f-9cfc-eca964a193fb,302047,48.83,mmol/L
20.673.925-8,Carlos Carlos Perez Lopez,1995-06-03,M,NINGUNA,1c9c1b06-0c8f-4dee-aa09-48aec1ca8ebf,2025-03-27 18:13:27,URGENCIA,I10,M005,100mg,,05788a8c-941d-4f57-93ec-cb0c8ab4350b,302076,100.88,U/L
10.422.156-4,Matias Roberto Morales Lopez,1967-03-10,M,CAPREDENA,e961150a-1019-4afb-a82f-4a833a89fc12,2025-01-28 18:13:27,URGENCIA,J00,M003,300mg,,bfb1e252-b090-4be2-831b-6d638e4770be,302047,50.58,U/L
21.655.399-3,Luis Andres Lopez Sepulveda,2016-03-31,M,FONASA,424bc977-f410-429e-9727-5b18a4dff7d6,2026-03-27 18:13:27,URGENCIA,I10,M001,500mg,,9da182ec-ee25-4c61-be8e-bf11484f3c6e,302076,20.71,mmol/L
5.381.567-7,Tomas Diego Contreras Gonzalez,1989-04-21,M,CAPREDENA,048fdd69-77d0-48e0-9b48-660013bc96ff,2024-07-01 18:13:27,HOSPITALIZACION,E11.9,M001,100mg,Amoxicilina,ee68f4fb-0d2d-4d1e-bf4b-662dcbe91468,301004,71.99,mg/dL
10.438.463-3,Matias Luis Gonzalez Gonzalez,1977-08-08,M,NINGUNA,3ab5dbc9-8dab-4a6a-9378-b81d6b756fd3,2024-07-21 18:13:27,PROCEDIMIENTO,M54.5,M003,300mg,,cd21c48a-b8d0-4426-bf55-a348ba6a716e,302047,5.26,mmol/L
8.053.343-8,Maria Sofia Fuentes Diaz,2018-11-04,F,FONASA,a836e908-9b46-45e3-8a00-16badcced499,2024-07-29 18:13:27,PROCEDIMIENTO,M54.5,M001,100mg,,2d937536-74f0-4d26-868c-f96728103229,301001,119.56,mg/dL
9.474.174-2,Camila Maria Morales Tapia,1996-03-29,F,ISAPRE,091eb562-7a5a-42ca-b2d9-3434251768ae,2026-02-10 18:13:27,HOSPITALIZACION,K21.9,M005,300mg,,2efb211c-e3d7-49d7-b5d5-813fc93ae3b3,301004,103.07,U/L
8.329.910-0,Ana Daniela Martinez Fuentes,1969-03-12,F,FONASA,7db37260-c2ba-4b52-aeed-39373fc51535,2026-03-20 18:13:27,URGENCIA,K21.9,M001,500mg,,ca8ff5db-d746-490f-a4e7-516362ff4274,301004,58.0,U/L
7.139.118-3,Tomas Andres Perez Diaz,1951-09-16,M,DIPRECA,9e60f747-7bc4-4761-a99f-060a6e31ac04,2025-04-04 18:13:27,PROCEDIMIENTO,I10,M003,200mg,,ecd967ec-ffbf-4221-8181-a535f12ecd41,302076,147.85,mmol/L
7.817.964-3,Javiera Fernanda Perez Martinez,1992-02-18,F,CAPREDENA,797ea47c-3a2e-4f91-b947-7c3a1e393556,2025-06-08 18:13:27,HOSPITALIZACION,K21.9,M004,300mg,,0f537586-fa23-456e-b570-dba25806bd47,302047,18.48,mmol/L
16.532.683-0,Pedro Matias Gonzalez Sepulveda,1959-04-22,M,DIPRECA,65f57f40-5928-4ab8-aba5-562585873b83,2026-01-30 18:13:27,HOSPITALIZACION,M54.5,M002,400mg,,543e84ab-1841-4aae-84dc-5fce1e21a33c,301004,109.56,U/L
23.950.181-8,Matias Felipe Contreras Torres,1951-09-05,M,CAPREDENA,ebbc9df1-ac45-4eb8-9168-3d84d8541dfc,2025-09-09 18:13:27,CONSULTA,I10,M005,500mg,Paracetamol,a7fbec62-199a-4398-8676-d02eedd9453e,301001,5.44,mmol/L
22.724.352-0,Carlos Jorge Perez Torres,2012-10-30,M,ISAPRE,e8f8f77a-2680-4ff5-b159-6817e29a4a6b,2025-11-06 18:13:27,CONSULTA,A09.9,M002,100mg,,e032cd86-ef92-4f4b-bb61-336e2f72a5fc,301001,50.91,mmol/L
19.847.516-5,Fernanda Ana Lopez Silva,1970-01-05,F,NINGUNA,246a1e86-8cda-4fac-ab0c-f63c39b9e845,2025-11-08 18:13:27,CONSULTA,K21.9,M003,100mg,Omeprazol,90b7a653-b6fe-48a3-8f6d-21ef4a0c6b89,301045,14.29,U/L
9.995.620-8,Andres Luis Fuentes Contreras,1946-10-11,M,CAPREDENA,741e5a07-57c2-491c-a57c-5d92989a2d57,2024-11-18 18:13:27,PROCEDIMIENTO,E11.9,M003,200mg,,78338938-8ab5-48d9-90c9-d6e62e379059,301004,13.09,mg/dL
18.994.423-3,Javiera Fernanda Gonzalez Rojas,1996-03-23,F,FONASA,9551adfc-ecd6-4202-b42f-4af764031106,2025-02-16 18:13:27,PROCEDIMIENTO,K21.9,M005,500mg,,83da4aa4-eb33-4fd4-bd28-dabee3607e6c,301001,32.67,mmol/L
22.362.568-1,Andres Diego Muñoz Diaz,1959-08-05,M,DIPRECA,fb90bcdf-f51d-4ee8-8c43-94bbb92f0601,2025-12-29 18:13:27,CONSULTA,J00,M004,100mg,,bc048bb0-b9c3-4349-9aad-deadb0447e44,302047,93.29,mg/dL
11.476.781-6,Ana Isidora Gonzalez Perez,1946-11-22,F,ISAPRE,19166365-cf43-4fc4-b5f0-0350e9423109,2025-03-15 18:13:27,CONSULTA,J00,M002,400mg,,f4832554-64c4-4cb4-86e0-1cb7e0ae96cb,301045,20.75,mg/dL
23.209.215-7,Tomas Felipe Sepulveda Torres,1991-09-15,M,DIPRECA,240385b0-b529-4a8b-89f5-156a24f3698b,2025-11-15 18:13:27,PROCEDIMIENTO,I10,M003,200mg,,ffcc8939-30ca-4439-b4ba-7a93d0b78498,302047,138.0,mmol/L
10.239.686-3,Diego Andres Soto Torres,1977-07-05,M,DIPRECA,524bb43c-f7f1-4557-b6dc-2fd05e46a168,2025-08-09 18:13:27,CONSULTA,M54.5,M001,300mg,,978b7622-8227-4558-9808-e61faa45344c,301001,132.56,mmol/L
12.540.538-0,Tomas Roberto Rodriguez Lopez,1991-06-13,M,DIPRECA,dc7aef43-be9d-4ae1-b955-af69bdb0702b,2025-02-02 18:13:27,PROCEDIMIENTO,A09.9,M001,200mg,,5f308759-b425-4313-829d-5ae0d37bb0cf,301004,16.61,mmol/L
18.854.356-1,Jorge Matias Muñoz Gonzalez,1950-12-07,M,NINGUNA,ce13ec73-99b4-49cf-9a83-f423d715cf06,2025-09-08 18:13:27,CONSULTA,M54.5,M005,400mg,,fc450d95-2294-4dab-9a15-4f16bc917e52,301001,94.09,mg/dL
8.142.778-0,Diego Luis Morales Contreras,2010-06-04,M,ISAPRE,4cf260e5-06f5-4639-b539-751c40056ce6,2026-03-05 18:13:27,CONSULTA,J00,M005,100mg,,086a8ff4-af70-48b6-a679-48be9523db65,302076,18.94,mg/dL
23.239.147-2,Isidora Isidora Silva Morales,1993-02-25,F,ISAPRE,9631d19c-5426-409d-a0b1-9d71c78cfca6,2025-02-22 18:13:27,CONSULTA,M54.5,M003,500mg,,1e6f9eb9-52e1-4ec6-bbd4-66fd475d811e,302047,22.57,U/L
24.180.350-3,Pedro Diego Martinez Gonzalez,1988-01-06,M,CAPREDENA,d3d9e982-f9b3-430a-8478-8cd70124a86b,2024-11-04 18:13:27,HOSPITALIZACION,J00,M003,300mg,,7817b1ef-da98-4f20-95d2-4e3b8d4fd3cd,301045,77.85,mmol/L
9.720.651-1,Matias Diego Lopez Silva,1965-10-20,M,ISAPRE,049e0eaa-c964-4d56-a66c-759ad433679e,2026-02-10 18:13:27,PROCEDIMIENTO,J00,M002,400mg,,ec725a3e-c3bb-4c95-b470-fe3f0c1031ea,301045,49.56,mg/dL
18.028.704-3,Ana Valentina Torres Rodriguez,1988-06-10,F,NINGUNA,20562da8-ea0f-4c0e-aad9-400370b5c9af,2026-03-31 18:13:27,URGENCIA,J00,M002,200mg,,d56c8824-33e0-479a-b3f7-54160acee979,301001,30.1,mmol/L
17.381.740-1,Gabriel Matias Tapia Tapia,1984-02-14,M,FONASA,31300d24-bb82-4230-8cfc-e96bf60e2d8d,2024-07-23 18:13:27,PROCEDIMIENTO,E11.9,M003,400mg,,3bfc4433-0e94-4b79-840a-3e275293d07c,302047,11.38,mg/dL
17.269.790-9,Juan Carlos Contreras Morales,1966-04-13,M,ISAPRE,12fa8a80-af0c-487d-95ef-0002974da3f3,2024-11-14 18:13:27,HOSPITALIZACION,A09.9,M002,500mg,,b776990e-7df1-44b3-9c26-8ba7167ccc0f,301045,48.92,mmol/L
24.276.765-9,Matias Roberto Martinez Sepulveda,1988-09-14,M,CAPREDENA,5582fa16-ea38-46f6-8b63-656ffdca8c7c,2026-05-06 18:13:27,URGENCIA,I10,M005,400mg,Ibuprofeno,474fd877-bea3-442b-bd77-887ecb2d9359,301045,134.69,mg/dL
6.813.630-0,Jorge Felipe Tapia Sepulveda,1969-04-29,M,ISAPRE,9922fabd-c2b0-4420-8e07-15b084d53016,2026-02-15 18:13:27,PROCEDIMIENTO,M54.5,M004,100mg,,b73c55e7-83e2-4c08-9c9e-4e072cbd80df,301045,57.23,U/L
18.854.356-1,Jorge Matias Muñoz Gonzalez,1950-12-07,M,NINGUNA,9456f8a8-d468-431f-8eb8-a305e575db6a,2025-09-21 18:13:27,CONSULTA,M54.5,M005,400mg,,809f98d0-f399-47a5-bdc9-f88702b6ffb4,301001,94.09,mg/dL
13.807.551-6,Tomas Luis Soto Muñoz,1952-05-25,M,ISAPRE,9a112e92-8c8d-44f5-bddb-25f9bccac6ed,2025-12-02 18:13:27,CONSULTA,J00,M004,400mg,,230c1cca-bc4a-4dec-a2bf-5389dabc2f8b,302047,36.76,U/L
7.967.755-8,Sofia Maria Rodriguez Lopez,1983-10-17,F,ISAPRE,bd8efa08-940a-4f17-bbef-56ec5b4846e3,2025-03-31 18:13:27,URGENCIA,M54.5,M002,300mg,,1cfc1c6b-8e6c-4652-9471-e75a7a83eec0,301004,36.84,mmol/L
13.441.273-9,Camila Fernanda Lopez Contreras,1946-09-03,F,ISAPRE,ff7b47eb-82a9-4729-b4dc-707651a7a8f0,2025-01-09 18:13:27,PROCEDIMIENTO,J00,M002,100mg,,9aced581-4f8a-4f16-840b-a67b0da6aa00,302047,99.88,mg/dL
13.507.200-1,Isidora Javiera Martinez Lopez,1987-05-06,F,ISAPRE,c50e5810-2d71-4e3a-a1fc-d2238a3c8aa5,2025-01-14 18:13:27,PROCEDIMIENTO,A09.9,M004,400mg,,2702bd44-72b3-4ce2-a283-06a606e1d2aa,301045,117.23,mg/dL
20.305.169-7,Matias Luis Tapia Fuentes,1987-06-11,M,FONASA,6e1afc57-4fb9-481e-a4c7-c96e78204058,2025-10-15 18:13:27,URGENCIA,I10,M001,400mg,,ac6fcede-0b98-45d4-a52d-bf77719db844,302076,72.62,U/L
10.548.359-7,Sofia Ana Torres Perez,1961-06-05,F,CAPREDENA,aa371f49-29ee-43ba-902a-ee1910b0b102,2025-04-06 18:13:27,CONSULTA,E11.9,M004,500mg,Paracetamol,40dececd-53a6-43b4-972e-ce25291869ce,301045,28.86,mmol/L
13.938.726-0,Tomas Carlos Hernandez Morales,1999-01-24,M,NINGUNA,360b6ce3-b4c7-4ee5-ada3-f7be40db2b51,2026-03-22 18:13:27,URGENCIA,A09.9,M003,100mg,,4c5f188c-3424-43b3-ae3e-f75d012c08f7,302047,91.07,U/L
20.994.126-0,Pedro Jorge Fuentes Diaz,1997-12-13,M,NINGUNA,efc2e9d2-c8ce-4172-9ed9-b335acc41c6d,2025-12-04 18:13:27,PROCEDIMIENTO,A09.9,M001,300mg,,809cf573-8951-4f27-9a89-62fa9b3f518f,302076,42.14,mmol/L
15.625.674-9,Juan Pedro Rojas Gonzalez,1994-07-27,M,ISAPRE,810ed87c-c508-45e3-b827-1bf6cafb900d,2025-04-28 18:13:27,CONSULTA,J00,M003,500mg,,9c52855c-34f8-4925-9382-c26e141afcec,301045,111.96,mg/dL
23.461.865-2,Felipe Roberto Morales Fuentes,1959-06-11,M,FONASA,d4339f71-a0ab-45ea-b0ae-a95947e90ffa,2026-05-19 18:13:27,PROCEDIMIENTO,K21.9,M001,400mg,,5df59813-584f-4b72-9f69-fd1dc135b558,301045,14.39,mmol/L
12.859.865-0,Maria Isidora Contreras Rojas,1971-09-23,F,ISAPRE,d3656d1e-ac0e-4331-83b9-d283357cf1d9,2025-04-17 18:13:27,URGENCIA,I10,M003,500mg,,f6221c82-c85b-45c3-b7e2-35ba5a2001ed,302047,62.84,U/L
5.010.719-1,Camila Sofia Silva Muñoz,1953-05-19,F,CAPREDENA,05fa46e7-5904-4502-898a-6f1cabf5e000,2025-08-23 18:13:27,URGENCIA,K21.9,M005,300mg,Ibuprofeno,451da1d7-4aca-445c-90a0-60578cddbc00,301001,68.61,mmol/L
21.609.705-0,Jorge Felipe Martinez Martinez,1955-07-14,M,NINGUNA,5aa0ad66-2b57-4b0e-9acd-1d3f9d3def33,2025-02-10 18:13:27,HOSPITALIZACION,I10,M004,400mg,,00321a0e-78e4-4888-a3e8-bf574febcefe,302076,51.14,U/L
24.931.033-6,Antonia Sofia Hernandez Sepulveda,1973-07-14,F,DIPRECA,eb06c47e-3c18-4dbd-bcc2-111ddd6caa99,2025-08-02 18:13:27,URGENCIA,E11.9,M003,300mg,,be560d99-3516-4980-8749-091869d9cd12,301045,29.92,mmol/L
20.673.925-8,Carlos Carlos Perez Lopez,1995-06-03,M,NINGUNA,47d90f2a-aab2-4f5c-b3c8-92c9e92a8108,2025-03-14 18:13:27,URGENCIA,I10,M005,100mg,,02fba040-2f0c-4e4e-ad82-a51bbc7b8211,302076,100.88,U/L
15.056.901-0,Isidora Sofia Torres Sepulveda,1972-06-25,F,CAPREDENA,73e5a30d-80ef-4478-9ea7-6264ed253ab4,2024-10-29 18:13:27,CONSULTA,K21.9,M003,300mg,Ibuprofeno,b03d23d1-29ff-4f8a-a6dc-f0239f4d90b3,301001,48.46,mmol/L
